rank,score,source_path,source_dir,source_name,face_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_width,crop_height,size_bucket,image_width,image_height,crop_path
159,0.8648959398269653,data/luxty_escort/group_081/g081_p3_photo_243@04-05-2026_21-38-32.jpg,data/luxty_escort/group_081,g081_p3_photo_243@04-05-2026_21-38-32.jpg,0,227,201,370,430,143,229,at_least_48,584,978,face_scores/crops/data__luxty_escort__group_081__g081_p3_photo_243@04-05-2026_21-38-32__face_00__score_0.8649.jpg
160,0.8649721741676331,data/luxty_escort/group_097/g097_p3_photo_291@04-05-2026_21-38-32.jpg,data/luxty_escort/group_097,g097_p3_photo_291@04-05-2026_21-38-32.jpg,0,356,291,458,437,102,146,at_least_48,820,1024,face_scores/crops/data__luxty_escort__group_097__g097_p3_photo_291@04-05-2026_21-38-32__face_00__score_0.8650.jpg
161,0.8651284575462341,data/inter-escort/36/fvizzcfomspe8o09k6oy3a4n1b1j2ud0.jpg,data/inter-escort/36,fvizzcfomspe8o09k6oy3a4n1b1j2ud0.jpg,0,251,23,793,725,542,702,at_least_48,1242,1537,face_scores/crops/data__inter-escort__36__fvizzcfomspe8o09k6oy3a4n1b1j2ud0__face_00__score_0.8651.jpg
162,0.8652349710464478,data/luxty_escort/group_085/g085_p2_photo_254@04-05-2026_21-38-32.jpg,data/luxty_escort/group_085,g085_p2_photo_254@04-05-2026_21-38-32.jpg,0,316,217,485,407,169,190,at_least_48,852,1280,face_scores/crops/data__luxty_escort__group_085__g085_p2_photo_254@04-05-2026_21-38-32__face_00__score_0.8652.jpg
163,0.8663012385368347,data/inter-escort/40/5qnylk21spi9udexfy9381ej8c3aeub2.jpg,data/inter-escort/40,5qnylk21spi9udexfy9381ej8c3aeub2.jpg,0,507,183,1165,1085,658,902,at_least_48,1408,1877,face_scores/crops/data__inter-escort__40__5qnylk21spi9udexfy9381ej8c3aeub2__face_00__score_0.8663.jpg
164,0.8672516942024231,data/luxty_escort/group_154/g154_p1_photo_460@04-05-2026_21-41-07.jpg,data/luxty_escort/group_154,g154_p1_photo_460@04-05-2026_21-41-07.jpg,0,306,174,483,429,177,255,at_least_48,762,1280,face_scores/crops/data__luxty_escort__group_154__g154_p1_photo_460@04-05-2026_21-41-07__face_00__score_0.8673.jpg
165,0.8676168918609619,data/akykla/malena/510858.jpg,data/akykla/malena,510858.jpg,0,121,256,388,517,267,261,at_least_48,720,1080,face_scores/crops/data__akykla__malena__510858__face_00__score_0.8676.jpg
166,0.8676800727844238,data/akykla/eva/70556.jpg,data/akykla/eva,70556.jpg,0,216,208,284,296,68,88,at_least_48,532,800,face_scores/crops/data__akykla__eva__70556__face_00__score_0.8677.jpg
167,0.8679476976394653,data/akykla/elena2/355133.jpg,data/akykla/elena2,355133.jpg,0,238,7,335,154,97,147,at_least_48,800,534,face_scores/crops/data__akykla__elena2__355133__face_00__score_0.8679.jpg
168,0.8684296011924744,data/luxty_escort/group_183/g183_p3_photo_549@04-05-2026_21-42-16.jpg,data/luxty_escort/group_183,g183_p3_photo_549@04-05-2026_21-42-16.jpg,0,957,67,1101,249,144,182,at_least_48,1179,781,face_scores/crops/data__luxty_escort__group_183__g183_p3_photo_549@04-05-2026_21-42-16__face_00__score_0.8684.jpg
169,0.8693151473999023,data/luxty_escort/group_070/g070_p2_photo_209@04-05-2026_21-38-31.jpg,data/luxty_escort/group_070,g070_p2_photo_209@04-05-2026_21-38-31.jpg,0,444,377,596,574,152,197,at_least_48,854,1280,face_scores/crops/data__luxty_escort__group_070__g070_p2_photo_209@04-05-2026_21-38-31__face_00__score_0.8693.jpg
170,0.8695908188819885,data/akykla/malena/152704.jpg,data/akykla/malena,152704.jpg,0,755,114,886,250,131,136,at_least_48,1080,671,face_scores/crops/data__akykla__malena__152704__face_00__score_0.8696.jpg
171,0.8696403503417969,data/luxty_escort/group_197/g197_p1_photo_589@04-05-2026_21-42-17.jpg,data/luxty_escort/group_197,g197_p1_photo_589@04-05-2026_21-42-17.jpg,0,317,336,553,597,236,261,at_least_48,988,1280,face_scores/crops/data__luxty_escort__group_197__g197_p1_photo_589@04-05-2026_21-42-17__face_00__score_0.8696.jpg
172,0.8703052997589111,data/akykla/viktoriya/951905.jpg,data/akykla/viktoriya,951905.jpg,0,281,169,340,245,59,76,at_least_48,579,800,face_scores/crops/data__akykla__viktoriya__951905__face_00__score_0.8703.jpg
173,0.8704251050949097,data/luxty_escort/group_137/g137_p3_photo_411@04-05-2026_21-41-06.jpg,data/luxty_escort/group_137,g137_p3_photo_411@04-05-2026_21-41-06.jpg,0,572,307,744,555,172,248,at_least_48,853,1280,face_scores/crops/data__luxty_escort__group_137__g137_p3_photo_411@04-05-2026_21-41-06__face_00__score_0.8704.jpg
174,0.8708149194717407,data/luxty_escort/group_207/g207_p1_photo_619@04-05-2026_21-43-11.jpg,data/luxty_escort/group_207,g207_p1_photo_619@04-05-2026_21-43-11.jpg,0,238,188,324,317,86,129,at_least_48,648,975,face_scores/crops/data__luxty_escort__group_207__g207_p1_photo_619@04-05-2026_21-43-11__face_00__score_0.8708.jpg
175,0.8713591694831848,data/luxty_escort/groups_064_186/g064_p2_photo_191@04-05-2026_21-36-47.jpg,data/luxty_escort/groups_064_186,g064_p2_photo_191@04-05-2026_21-36-47.jpg,0,401,219,584,533,183,314,at_least_48,1032,1280,face_scores/crops/data__luxty_escort__groups_064_186__g064_p2_photo_191@04-05-2026_21-36-47__face_00__score_0.8714.jpg
176,0.8713653087615967,data/luxty_escort/group_041/g041_p3_photo_123@04-05-2026_21-36-46.jpg,data/luxty_escort/group_041,g041_p3_photo_123@04-05-2026_21-36-46.jpg,0,321,41,499,289,178,248,at_least_48,750,918,face_scores/crops/data__luxty_escort__group_041__g041_p3_photo_123@04-05-2026_21-36-46__face_00__score_0.8714.jpg
177,0.8717268109321594,data/luxty_escort/group_127/g127_p3_photo_381@04-05-2026_21-39-58.jpg,data/luxty_escort/group_127,g127_p3_photo_381@04-05-2026_21-39-58.jpg,0,179,97,800,774,621,677,at_least_48,919,1280,face_scores/crops/data__luxty_escort__group_127__g127_p3_photo_381@04-05-2026_21-39-58__face_00__score_0.8717.jpg
178,0.8721961379051208,data/luxty_escort/group_012/g012_p3_photo_36@04-05-2026_21-34-47.jpg,data/luxty_escort/group_012,g012_p3_photo_36@04-05-2026_21-34-47.jpg,0,409,208,510,326,101,118,at_least_48,683,1024,face_scores/crops/data__luxty_escort__group_012__g012_p3_photo_36@04-05-2026_21-34-47__face_00__score_0.8722.jpg
179,0.8725293278694153,data/inter-escort/22/g66xqrkug5mtubk2w0rtq59qj1telnwg.jpg,data/inter-escort/22,g66xqrkug5mtubk2w0rtq59qj1telnwg.jpg,0,327,194,702,609,375,415,at_least_48,1243,1490,face_scores/crops/data__inter-escort__22__g66xqrkug5mtubk2w0rtq59qj1telnwg__face_00__score_0.8725.jpg
180,0.8740266561508179,data/luxty_escort/group_183/g183_p2_photo_548@04-05-2026_21-42-16.jpg,data/luxty_escort/group_183,g183_p2_photo_548@04-05-2026_21-42-16.jpg,0,490,188,633,412,143,224,at_least_48,860,1280,face_scores/crops/data__luxty_escort__group_183__g183_p2_photo_548@04-05-2026_21-42-16__face_00__score_0.8740.jpg
181,0.8742885589599609,data/akykla/olya/147369.jpg,data/akykla/olya,147369.jpg,0,204,71,322,206,118,135,at_least_48,533,800,face_scores/crops/data__akykla__olya__147369__face_00__score_0.8743.jpg
182,0.8744567632675171,data/luxty_escort/group_176/g176_p3_photo_528@04-05-2026_21-42-16.jpg,data/luxty_escort/group_176,g176_p3_photo_528@04-05-2026_21-42-16.jpg,0,195,184,324,373,129,189,at_least_48,525,1117,face_scores/crops/data__luxty_escort__group_176__g176_p3_photo_528@04-05-2026_21-42-16__face_00__score_0.8745.jpg
183,0.8746067881584167,data/inter-escort/22/00p1raljviloxkog6n39ia0xdoww2b32.jpg,data/inter-escort/22,00p1raljviloxkog6n39ia0xdoww2b32.jpg,0,597,708,657,818,60,110,at_least_48,1243,1506,face_scores/crops/data__inter-escort__22__00p1raljviloxkog6n39ia0xdoww2b32__face_00__score_0.8746.jpg
184,0.8747043609619141,data/akykla/eva/942414.jpg,data/akykla/eva,942414.jpg,0,239,214,297,302,58,88,at_least_48,532,800,face_scores/crops/data__akykla__eva__942414__face_00__score_0.8747.jpg
185,0.8759554624557495,data/luxty_escort/group_138/g138_p3_photo_414@04-05-2026_21-41-06.jpg,data/luxty_escort/group_138,g138_p3_photo_414@04-05-2026_21-41-06.jpg,0,616,131,732,261,116,130,at_least_48,790,1136,face_scores/crops/data__luxty_escort__group_138__g138_p3_photo_414@04-05-2026_21-41-06__face_00__score_0.8760.jpg
186,0.8761125802993774,data/luxty_escort/group_195/g195_p3_photo_585@04-05-2026_21-42-17.jpg,data/luxty_escort/group_195,g195_p3_photo_585@04-05-2026_21-42-17.jpg,0,464,124,680,371,216,247,at_least_48,854,1280,face_scores/crops/data__luxty_escort__group_195__g195_p3_photo_585@04-05-2026_21-42-17__face_00__score_0.8761.jpg
187,0.876135528087616,data/luxty_escort/group_198/g198_p2_photo_593@04-05-2026_21-42-17.jpg,data/luxty_escort/group_198,g198_p2_photo_593@04-05-2026_21-42-17.jpg,0,483,289,686,535,203,246,at_least_48,1036,1280,face_scores/crops/data__luxty_escort__group_198__g198_p2_photo_593@04-05-2026_21-42-17__face_00__score_0.8761.jpg
188,0.8764458894729614,data/luxty_escort/group_016/g016_p2_photo_47@04-05-2026_21-34-47.jpg,data/luxty_escort/group_016,g016_p2_photo_47@04-05-2026_21-34-47.jpg,0,334,188,420,339,86,151,at_least_48,762,1179,face_scores/crops/data__luxty_escort__group_016__g016_p2_photo_47@04-05-2026_21-34-47__face_00__score_0.8764.jpg
189,0.8765518069267273,data/luxty_escort/group_133/g133_p2_photo_398@04-05-2026_21-41-06.jpg,data/luxty_escort/group_133,g133_p2_photo_398@04-05-2026_21-41-06.jpg,0,628,385,761,560,133,175,at_least_48,922,1280,face_scores/crops/data__luxty_escort__group_133__g133_p2_photo_398@04-05-2026_21-41-06__face_00__score_0.8766.jpg
190,0.8774447441101074,data/luxty_escort/group_184/g184_p1_photo_550@04-05-2026_21-42-16.jpg,data/luxty_escort/group_184,g184_p1_photo_550@04-05-2026_21-42-16.jpg,0,309,135,420,311,111,176,at_least_48,725,1280,face_scores/crops/data__luxty_escort__group_184__g184_p1_photo_550@04-05-2026_21-42-16__face_00__score_0.8774.jpg
191,0.8778188824653625,data/akykla/elena/91156.jpg,data/akykla/elena,91156.jpg,0,249,116,327,204,78,88,at_least_48,800,532,face_scores/crops/data__akykla__elena__91156__face_00__score_0.8778.jpg
192,0.8783039450645447,data/luxty_escort/group_083/g083_p2_photo_248@04-05-2026_21-38-32.jpg,data/luxty_escort/group_083,g083_p2_photo_248@04-05-2026_21-38-32.jpg,0,93,238,190,360,97,122,at_least_48,682,1024,face_scores/crops/data__luxty_escort__group_083__g083_p2_photo_248@04-05-2026_21-38-32__face_00__score_0.8783.jpg
193,0.8789870738983154,data/akykla/alina/355522.jpg,data/akykla/alina,355522.jpg,0,345,74,707,452,362,378,at_least_48,1080,1350,face_scores/crops/data__akykla__alina__355522__face_00__score_0.8790.jpg
194,0.8796519637107849,data/luxty_escort/group_041/g041_p1_photo_121@04-05-2026_21-36-46.jpg,data/luxty_escort/group_041,g041_p1_photo_121@04-05-2026_21-36-46.jpg,0,250,72,352,272,102,200,at_least_48,597,761,face_scores/crops/data__luxty_escort__group_041__g041_p1_photo_121@04-05-2026_21-36-46__face_00__score_0.8797.jpg
195,0.8798807859420776,data/luxty_escort/group_145/g145_p1_photo_433@04-05-2026_21-41-07.jpg,data/luxty_escort/group_145,g145_p1_photo_433@04-05-2026_21-41-07.jpg,0,99,148,695,839,596,691,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_145__g145_p1_photo_433@04-05-2026_21-41-07__face_00__score_0.8799.jpg
196,0.8799008727073669,data/luxty_escort/group_133/g133_p3_photo_399@04-05-2026_21-41-06.jpg,data/luxty_escort/group_133,g133_p3_photo_399@04-05-2026_21-41-06.jpg,0,252,191,444,576,192,385,at_least_48,910,1280,face_scores/crops/data__luxty_escort__group_133__g133_p3_photo_399@04-05-2026_21-41-06__face_00__score_0.8799.jpg
197,0.8801581859588623,data/akykla/anna/955112.jpg,data/akykla/anna,955112.jpg,0,0,157,564,947,564,790,at_least_48,1125,1393,face_scores/crops/data__akykla__anna__955112__face_00__score_0.8802.jpg
198,0.8802210092544556,data/luxty_escort/group_019/g019_p2_photo_56@04-05-2026_21-34-47.jpg,data/luxty_escort/group_019,g019_p2_photo_56@04-05-2026_21-34-47.jpg,0,191,34,647,610,456,576,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_019__g019_p2_photo_56@04-05-2026_21-34-47__face_00__score_0.8802.jpg
199,0.880730152130127,data/akykla/viktoriya/197570.jpg,data/akykla/viktoriya,197570.jpg,0,197,189,253,273,56,84,at_least_48,594,800,face_scores/crops/data__akykla__viktoriya__197570__face_00__score_0.8807.jpg
200,0.8807510733604431,data/luxty_escort/group_029/g029_p1_photo_85@04-05-2026_21-34-48.jpg,data/luxty_escort/group_029,g029_p1_photo_85@04-05-2026_21-34-48.jpg,0,324,270,408,396,84,126,at_least_48,738,1091,face_scores/crops/data__luxty_escort__group_029__g029_p1_photo_85@04-05-2026_21-34-48__face_00__score_0.8808.jpg
201,0.8808408379554749,data/inter-escort/33/m3k5d759yr647movgmg3tyjeb62f1kzi.jpg,data/inter-escort/33,m3k5d759yr647movgmg3tyjeb62f1kzi.jpg,0,360,83,902,769,542,686,at_least_48,956,1280,face_scores/crops/data__inter-escort__33__m3k5d759yr647movgmg3tyjeb62f1kzi__face_00__score_0.8808.jpg
202,0.8808608055114746,data/luxty_escort/group_115/g115_p2_photo_344@04-05-2026_21-39-57.jpg,data/luxty_escort/group_115,g115_p2_photo_344@04-05-2026_21-39-57.jpg,0,372,130,480,286,108,156,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_115__g115_p2_photo_344@04-05-2026_21-39-57__face_00__score_0.8809.jpg
203,0.8815098404884338,data/akykla/elena2/973999.jpg,data/akykla/elena2,973999.jpg,0,608,63,716,191,108,128,at_least_48,800,533,face_scores/crops/data__akykla__elena2__973999__face_00__score_0.8815.jpg
204,0.8824797868728638,data/luxty_escort/group_076/g076_p3_photo_228@04-05-2026_21-38-31.jpg,data/luxty_escort/group_076,g076_p3_photo_228@04-05-2026_21-38-31.jpg,0,242,138,358,280,116,142,at_least_48,653,1024,face_scores/crops/data__luxty_escort__group_076__g076_p3_photo_228@04-05-2026_21-38-31__face_00__score_0.8825.jpg
205,0.8828679919242859,data/akykla/mila/90484.jpg,data/akykla/mila,90484.jpg,0,251,49,428,262,177,213,at_least_48,561,800,face_scores/crops/data__akykla__mila__90484__face_00__score_0.8829.jpg
206,0.8830657005310059,data/akykla/aleksandra/802063.jpg,data/akykla/aleksandra,802063.jpg,0,411,238,485,339,74,101,at_least_48,533,800,face_scores/crops/data__akykla__aleksandra__802063__face_00__score_0.8831.jpg
207,0.8830758333206177,data/akykla/masha/582367.jpg,data/akykla/masha,582367.jpg,0,217,66,322,243,105,177,at_least_48,534,800,face_scores/crops/data__akykla__masha__582367__face_00__score_0.8831.jpg
208,0.883357584476471,data/akykla/viktoriya3/540131.jpg,data/akykla/viktoriya3,540131.jpg,0,268,239,322,322,54,83,at_least_48,533,800,face_scores/crops/data__akykla__viktoriya3__540131__face_00__score_0.8834.jpg
209,0.8837997913360596,data/luxty_escort/group_167/g167_p2_photo_500@04-05-2026_21-42-16.jpg,data/luxty_escort/group_167,g167_p2_photo_500@04-05-2026_21-42-16.jpg,0,260,222,407,406,147,184,at_least_48,604,932,face_scores/crops/data__luxty_escort__group_167__g167_p2_photo_500@04-05-2026_21-42-16__face_00__score_0.8838.jpg
210,0.8843036890029907,data/luxty_escort/group_092/g092_p2_photo_275@04-05-2026_21-38-32.jpg,data/luxty_escort/group_092,g092_p2_photo_275@04-05-2026_21-38-32.jpg,0,336,298,427,431,91,133,at_least_48,660,1147,face_scores/crops/data__luxty_escort__group_092__g092_p2_photo_275@04-05-2026_21-38-32__face_00__score_0.8843.jpg
211,0.884404182434082,data/inter-escort/58/pu9958lxwok316lyzng9j2jlvwu2okoa.jpg,data/inter-escort/58,pu9958lxwok316lyzng9j2jlvwu2okoa.jpg,0,332,219,962,935,630,716,at_least_48,1280,1599,face_scores/crops/data__inter-escort__58__pu9958lxwok316lyzng9j2jlvwu2okoa__face_00__score_0.8844.jpg
212,0.8844972848892212,data/inter-escort/74/c5yidjotq4r6bc8cuxa774j1sa7rnev8.jpg,data/inter-escort/74,c5yidjotq4r6bc8cuxa774j1sa7rnev8.jpg,0,348,234,438,350,90,116,at_least_48,768,1024,face_scores/crops/data__inter-escort__74__c5yidjotq4r6bc8cuxa774j1sa7rnev8__face_00__score_0.8845.jpg
213,0.8849495053291321,data/luxty_escort/group_201/g201_p3_photo_603@04-05-2026_21-43-11.jpg,data/luxty_escort/group_201,g201_p3_photo_603@04-05-2026_21-43-11.jpg,0,194,208,287,409,93,201,at_least_48,646,1280,face_scores/crops/data__luxty_escort__group_201__g201_p3_photo_603@04-05-2026_21-43-11__face_00__score_0.8849.jpg
214,0.8850070834159851,data/luxty_escort/group_218/g218_p2_photo_653@04-05-2026_21-43-11.jpg,data/luxty_escort/group_218,g218_p2_photo_653@04-05-2026_21-43-11.jpg,0,398,199,492,359,94,160,at_least_48,849,1280,face_scores/crops/data__luxty_escort__group_218__g218_p2_photo_653@04-05-2026_21-43-11__face_00__score_0.8850.jpg
215,0.8851659893989563,data/luxty_escort/group_086/g086_p1_photo_256@04-05-2026_21-38-32.jpg,data/luxty_escort/group_086,g086_p1_photo_256@04-05-2026_21-38-32.jpg,0,601,398,773,623,172,225,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_086__g086_p1_photo_256@04-05-2026_21-38-32__face_00__score_0.8852.jpg
216,0.8851883411407471,data/luxty_escort/group_096/g096_p1_photo_286@04-05-2026_21-38-32.jpg,data/luxty_escort/group_096,g096_p1_photo_286@04-05-2026_21-38-32.jpg,0,178,85,528,452,350,367,at_least_48,689,913,face_scores/crops/data__luxty_escort__group_096__g096_p1_photo_286@04-05-2026_21-38-32__face_00__score_0.8852.jpg
217,0.8852313756942749,data/luxty_escort/group_211/g211_p1_photo_631@04-05-2026_21-43-11.jpg,data/luxty_escort/group_211,g211_p1_photo_631@04-05-2026_21-43-11.jpg,0,355,64,504,243,149,179,at_least_48,841,1256,face_scores/crops/data__luxty_escort__group_211__g211_p1_photo_631@04-05-2026_21-43-11__face_00__score_0.8852.jpg
218,0.8855614066123962,data/luxty_escort/group_217/g217_p1_photo_649@04-05-2026_21-43-11.jpg,data/luxty_escort/group_217,g217_p1_photo_649@04-05-2026_21-43-11.jpg,0,229,265,424,614,195,349,at_least_48,826,1207,face_scores/crops/data__luxty_escort__group_217__g217_p1_photo_649@04-05-2026_21-43-11__face_00__score_0.8856.jpg
219,0.8863191604614258,data/akykla/mila1/880677.jpg,data/akykla/mila1,880677.jpg,0,106,77,361,339,255,262,at_least_48,534,800,face_scores/crops/data__akykla__mila1__880677__face_00__score_0.8863.jpg
220,0.886371910572052,data/inter-escort/9/ni154wt324oq3ghexwl2jwyw2jgffi9q.jpg,data/inter-escort/9,ni154wt324oq3ghexwl2jwyw2jgffi9q.jpg,0,366,46,1003,890,637,844,at_least_48,1243,1583,face_scores/crops/data__inter-escort__9__ni154wt324oq3ghexwl2jwyw2jgffi9q__face_00__score_0.8864.jpg
221,0.8864157199859619,data/luxty_escort/groups_015_179/g015_p2_photo_44@04-05-2026_21-34-47.jpg,data/luxty_escort/groups_015_179,g015_p2_photo_44@04-05-2026_21-34-47.jpg,0,13,562,117,697,104,135,at_least_48,852,1280,face_scores/crops/data__luxty_escort__groups_015_179__g015_p2_photo_44@04-05-2026_21-34-47__face_00__score_0.8864.jpg
222,0.8865273594856262,data/akykla/viktoriya/595306.jpg,data/akykla/viktoriya,595306.jpg,0,244,162,307,246,63,84,at_least_48,553,800,face_scores/crops/data__akykla__viktoriya__595306__face_00__score_0.8865.jpg
223,0.8865667581558228,data/akykla/masha/689728.jpg,data/akykla/masha,689728.jpg,0,228,52,371,263,143,211,at_least_48,533,800,face_scores/crops/data__akykla__masha__689728__face_00__score_0.8866.jpg
224,0.8868889808654785,data/luxty_escort/group_014/g014_p2_photo_41@04-05-2026_21-34-47.jpg,data/luxty_escort/group_014,g014_p2_photo_41@04-05-2026_21-34-47.jpg,0,266,196,417,466,151,270,at_least_48,683,1024,face_scores/crops/data__luxty_escort__group_014__g014_p2_photo_41@04-05-2026_21-34-47__face_00__score_0.8869.jpg
225,0.8869730830192566,data/luxty_escort/group_219/g219_p3_photo_657@04-05-2026_21-43-11.jpg,data/luxty_escort/group_219,g219_p3_photo_657@04-05-2026_21-43-11.jpg,0,403,253,517,400,114,147,at_least_48,854,1280,face_scores/crops/data__luxty_escort__group_219__g219_p3_photo_657@04-05-2026_21-43-11__face_00__score_0.8870.jpg
226,0.8870840072631836,data/luxty_escort/group_191/g191_p2_photo_572@04-05-2026_21-42-17.jpg,data/luxty_escort/group_191,g191_p2_photo_572@04-05-2026_21-42-17.jpg,0,253,240,370,395,117,155,at_least_48,634,972,face_scores/crops/data__luxty_escort__group_191__g191_p2_photo_572@04-05-2026_21-42-17__face_00__score_0.8871.jpg
227,0.8871393799781799,data/luxty_escort/group_209/g209_p3_photo_627@04-05-2026_21-43-11.jpg,data/luxty_escort/group_209,g209_p3_photo_627@04-05-2026_21-43-11.jpg,0,380,438,438,530,58,92,at_least_48,896,1280,face_scores/crops/data__luxty_escort__group_209__g209_p3_photo_627@04-05-2026_21-43-11__face_00__score_0.8871.jpg
228,0.8871875405311584,data/inter-escort/39/inis5fjhicmx68ntr0quocvsynsh34c2.jpg,data/inter-escort/39,inis5fjhicmx68ntr0quocvsynsh34c2.jpg,0,243,291,401,470,158,179,at_least_48,837,1024,face_scores/crops/data__inter-escort__39__inis5fjhicmx68ntr0quocvsynsh34c2__face_00__score_0.8872.jpg
229,0.8875264525413513,data/luxty_escort/group_191/g191_p1_photo_571@04-05-2026_21-42-17.jpg,data/luxty_escort/group_191,g191_p1_photo_571@04-05-2026_21-42-17.jpg,0,292,123,823,818,531,695,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_191__g191_p1_photo_571@04-05-2026_21-42-17__face_00__score_0.8875.jpg
230,0.8877062797546387,data/luxty_escort/group_017/g017_p1_photo_49@04-05-2026_21-34-47.jpg,data/luxty_escort/group_017,g017_p1_photo_49@04-05-2026_21-34-47.jpg,0,142,138,720,832,578,694,at_least_48,720,1280,face_scores/crops/data__luxty_escort__group_017__g017_p1_photo_49@04-05-2026_21-34-47__face_00__score_0.8877.jpg
231,0.8882696628570557,data/luxty_escort/group_014/g014_p3_photo_42@04-05-2026_21-34-47.jpg,data/luxty_escort/group_014,g014_p3_photo_42@04-05-2026_21-34-47.jpg,0,360,156,538,341,178,185,at_least_48,683,1024,face_scores/crops/data__luxty_escort__group_014__g014_p3_photo_42@04-05-2026_21-34-47__face_00__score_0.8883.jpg
232,0.8883577585220337,data/luxty_escort/group_117/g117_p1_photo_349@04-05-2026_21-39-57.jpg,data/luxty_escort/group_117,g117_p1_photo_349@04-05-2026_21-39-57.jpg,0,126,53,703,677,577,624,at_least_48,868,1253,face_scores/crops/data__luxty_escort__group_117__g117_p1_photo_349@04-05-2026_21-39-57__face_00__score_0.8884.jpg
233,0.8890433311462402,data/luxty_escort/groups_106_125/g125_p1_photo_373@04-05-2026_21-39-58.jpg,data/luxty_escort/groups_106_125,g125_p1_photo_373@04-05-2026_21-39-58.jpg,0,314,216,532,495,218,279,at_least_48,777,1280,face_scores/crops/data__luxty_escort__groups_106_125__g125_p1_photo_373@04-05-2026_21-39-58__face_00__score_0.8890.jpg
234,0.889121949672699,data/akykla/aleksandra1/533600.jpg,data/akykla/aleksandra1,533600.jpg,0,479,188,559,303,80,115,at_least_48,800,550,face_scores/crops/data__akykla__aleksandra1__533600__face_00__score_0.8891.jpg
235,0.8894055485725403,data/inter-escort/36/uvfgvrque1bd4cgztcy1wqkba8kowo7b.jpg,data/inter-escort/36,uvfgvrque1bd4cgztcy1wqkba8kowo7b.jpg,0,527,60,820,495,293,435,at_least_48,1242,1545,face_scores/crops/data__inter-escort__36__uvfgvrque1bd4cgztcy1wqkba8kowo7b__face_00__score_0.8894.jpg
236,0.8894937634468079,data/inter-escort/56/58hw3pfgdh469aylwzlg82fnao09547w.jpg,data/inter-escort/56,58hw3pfgdh469aylwzlg82fnao09547w.jpg,0,143,0,750,814,607,814,at_least_48,823,1024,face_scores/crops/data__inter-escort__56__58hw3pfgdh469aylwzlg82fnao09547w__face_00__score_0.8895.jpg
237,0.8896350264549255,data/luxty_escort/group_219/g219_p2_photo_656@04-05-2026_21-43-11.jpg,data/luxty_escort/group_219,g219_p2_photo_656@04-05-2026_21-43-11.jpg,0,342,0,494,220,152,220,at_least_48,852,1280,face_scores/crops/data__luxty_escort__group_219__g219_p2_photo_656@04-05-2026_21-43-11__face_00__score_0.8896.jpg
238,0.8896926045417786,data/akykla/elena/32379.jpg,data/akykla/elena,32379.jpg,0,331,94,413,204,82,110,at_least_48,800,532,face_scores/crops/data__akykla__elena__32379__face_00__score_0.8897.jpg
239,0.8897731900215149,data/luxty_escort/group_056/g056_p1_photo_166@04-05-2026_21-36-47.jpg,data/luxty_escort/group_056,g056_p1_photo_166@04-05-2026_21-36-47.jpg,0,266,170,411,345,145,175,at_least_48,725,1267,face_scores/crops/data__luxty_escort__group_056__g056_p1_photo_166@04-05-2026_21-36-47__face_00__score_0.8898.jpg
240,0.8898823261260986,data/luxty_escort/group_200/g200_p1_photo_598@04-05-2026_21-43-11.jpg,data/luxty_escort/group_200,g200_p1_photo_598@04-05-2026_21-43-11.jpg,0,121,69,721,802,600,733,at_least_48,960,1280,face_scores/crops/data__luxty_escort__group_200__g200_p1_photo_598@04-05-2026_21-43-11__face_00__score_0.8899.jpg
241,0.8907673954963684,data/akykla/aleksa/133392.jpg,data/akykla/aleksa,133392.jpg,0,186,141,343,310,157,169,at_least_48,533,800,face_scores/crops/data__akykla__aleksa__133392__face_00__score_0.8908.jpg
242,0.8908448815345764,data/luxty_escort/group_069/g069_p2_photo_206@04-05-2026_21-38-31.jpg,data/luxty_escort/group_069,g069_p2_photo_206@04-05-2026_21-38-31.jpg,0,270,235,362,352,92,117,at_least_48,684,1193,face_scores/crops/data__luxty_escort__group_069__g069_p2_photo_206@04-05-2026_21-38-31__face_00__score_0.8908.jpg
243,0.8910075426101685,data/akykla/lana/42205.jpg,data/akykla/lana,42205.jpg,0,265,86,391,233,126,147,at_least_48,557,800,face_scores/crops/data__akykla__lana__42205__face_00__score_0.8910.jpg
244,0.8910989165306091,data/luxty_escort/group_041/g041_p2_photo_122@04-05-2026_21-36-46.jpg,data/luxty_escort/group_041,g041_p2_photo_122@04-05-2026_21-36-46.jpg,0,525,23,690,303,165,280,at_least_48,750,1000,face_scores/crops/data__luxty_escort__group_041__g041_p2_photo_122@04-05-2026_21-36-46__face_00__score_0.8911.jpg
245,0.8915190696716309,data/inter-escort/39/ur4d2j5dz85pl5ycmbg8ml2wfti97th1.jpg,data/inter-escort/39,ur4d2j5dz85pl5ycmbg8ml2wfti97th1.jpg,0,141,104,303,285,162,181,at_least_48,555,833,face_scores/crops/data__inter-escort__39__ur4d2j5dz85pl5ycmbg8ml2wfti97th1__face_00__score_0.8915.jpg
